Collective	Pathway	KO	Abbrev.	Gene_description
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03270	kdsC	 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K00979	kdsB	 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02527	kdtA, waaA	 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02517	lpxL, htrB	 Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02560	lpxM, msbB	 lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K12979	lpxO	 beta-hydroxylase [EC:1.14.11.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K09953	lpxR	 lipid A 3-O-deacylase [EC:3.1.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K19803	lpxT	 Kdo2-lipid A phosphotransferase [EC:2.7.4.29]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03760	eptA, pmrC	 lipid A ethanolaminephosphotransferase [EC:2.7.8.43]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K12975	eptB	 KDO II ethanolaminephosphotransferase [EC:2.7.8.42]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K12973	pagP, crcA	 lipid IVA palmitoyltransferase [EC:2.3.1.251]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K07264	arnT, pmrK	 4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K12976	pagL	 lipid A 3-O-deacylase [EC:3.1.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K09778	lpxJ	 Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K12977	lpxE	 lipid A 1-phosphatase [EC:3.1.3.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K23082	kdoH1	 3-deoxy-D-manno-octulosonic acid-hydrolase [EC:3.2.1.144]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K23083	kdoH2	 3-deoxy-D-manno-octulosonic acid-hydrolase
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K23159	lpxF	 lipid A 4'-phosphatase [EC:3.1.3.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K11211	kdkA	 3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K12974	lpxP	 KDO2-lipid IV(A) palmitoleoyltransferase [EC:2.3.1.242]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03271	gmhA, lpcA	 D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03272	gmhC, hldE, waaE, rfaE	 D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K21344	rfaE1	 D-glycero-beta-D-manno-heptose-7-phosphate kinase [EC:2.7.1.167]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03273	gmhB	 D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K21345	rfaE2	 D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [EC:2.7.7.70]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03274	gmhD, rfaD	 ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K07031	hddA	 D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K15669	hddC	 D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [EC:2.7.7.71]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02841	waaC, rfaC	 heptosyltransferase I [EC:2.4.-.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02843	waaF, rfaF	 heptosyltransferase II [EC:2.4.-.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02848	waaP, rfaP	 heptose I phosphotransferase [EC:2.7.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K19353	eptC	 heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02849	waaQ, rfaQ	 heptosyltransferase III [EC:2.4.-.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K23160	wabB, rfbU	 GlcNAc transferase
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K19354	waaH	 heptose III glucuronosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02850	waaY, rfaY	 heptose II phosphotransferase [EC:2.7.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K12981	waaZ, rfaZ	 KDO transferase III [EC:2.4.99.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K12986	waaS, rfaS	 1,5-rhamnosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02844	waaG, rfaG	 UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02840	waaB, rfaB	 UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03275	waaO, rfaI	 UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K12983	waaV	 UDP-glucose:(glucosyl)LPS beta-1,3-glucosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03276	waaR, waaT, rfaJ	 UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K12985	waaW	 (galactosyl)LPS 1,2-glucosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K23067	waaX	 beta-1,4-galactosyltransferase
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03277	waaU, rfaK	 heptosyltransferase IV [EC:2.4.-.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03280	waaK, rfaK	 UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.56]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03278	waaI, rfaI	 UDP-D-galactose:(glucosyl)LPS alpha-1,3-D-galactosyltransferase [EC:2.4.1.44]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K03279	waaJ, rfaJ	 UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.58]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K00713	waaD	 UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K24623	waaH	 UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K02847	waaL, rfaL	 O-antigen ligase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K02851	wecA, tagO, rfe	 UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K18788	wbbD	 UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase [EC:2.4.1.303]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23199	wbbC	 O7-antigen biosynthesis mannosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23197	wbbA	 O7-antigen biosynthesis N-acetylviosaminyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23198	wbbB	 O7-antigen biosynthesis rhamnosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K24658	wbdA	 O-antigen biosynthesis alpha-1,2-mannosyltransferase [EC:2.4.1.371 2.4.1.-]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K12993	wbdA, mtfA	 O-antigen biosynthesis alpha-1,2-mannosyltransferase [EC:2.4.1.371 2.4.1.-]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23073	wbbK	 O16-antigen biosynthesis glucosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23072	wbbI	 O16-antigen biosynthesis beta-1,6-galactofuranosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23202	wbaD	 O17/O44/073/077/0106-antigen biosynthesis mannosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23201	wbaC	 O17/O44/073/077/0106-antigen biosynthesis mannosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23102	wekW	 O18-antigen biosynthesis alpha-1,3-galactosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23101	wekV	 O18-antigen biosynthesis glucosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K24906	wekT	 O18-antigen biosynthesis rhamnosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23103	wekU	 O18-antigen biosynthesis glycosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23189	wbuB	 O26/O145-antigen biosynthesis N-acetyl-L-fucosamine transferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23190	wbuA	 O26-antigen biosynthesis rhamnosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K21586	wbgM	 O55-antigen biosynthesis alpha-1,3-galactosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23229	wbgP	 O55-antigen biosynthesis glycosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23230	wbgO	 O55-antigen biosynthesis beta-1,3-galactosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K20883	wbgN	 O55-antigen biosynthesis alpha-1,2-colitosyltransferase [EC:2.4.1.341]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K21365	wbnH, wbiN	 O86/O127-antigen biosynthesis alpha-1,3-N-acetylgalactosaminyltransferase [EC:2.4.1.306]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K21366	wbnJ, wbiP	 O86/O127-antigen biosynthesis beta-1,3-galactosyltransferase [EC:2.4.1.122 2.4.1.-]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K21367	wbnK, wbiQ	 O86/O127-antigen biosynthesis alpha-1,2-fucosyltransferase [EC:2.4.1.308 2.4.1.-]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K21368	wbnI	 O86-antigen biosynthesis alpha-1,3-galactosyltransferase [EC:2.4.1.309]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23251	wbwC	 O104-antigen biosynthesis beta-1,3-galactosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23249	wbwA	 O104-antigen biosynthesis alpha-2,3-NeuNAc transferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23250	wbwB	 O104-antigen biosynthesis alpha-1,4-galactosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23104	wbdH	 O111-antigen biosynthesis galactosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K24649	wbdM	 O111-antigen biosynthesis glucosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23105	wbdL	 O111-antigen biosynthesis colitosyltransferase [EC:2.4.1.-]
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23191	wbuW	 O145-antigen biosynthesis Neu5Ac transferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23130	wbdN	 O157-antigen biosynthesis beta-1,3-glucosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23131	wbdO	 O157-antigen biosynthesis glycosyltransferase
09107 Glycan biosynthesis and metabolism	00542 O-Antigen repeat unit biosynthesis [PATH:ko00542]	K23132	wbdP	 O157-antigen biosynthesis glycosyltransferase
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00963	UGP2, galU, galF	 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01784	galE, GALE	 UDP-glucose 4-epimerase [EC:5.1.3.2]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K17716	capD	 UDP-glucose 4-epimerase [EC:5.1.3.2]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01854	glf	 UDP-galactopyranose mutase [EC:5.4.99.9]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00012	UGDH, ugd	 UDPglucose 6-dehydrogenase [EC:1.1.1.22]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K08679	GAE, cap1J	 UDP-glucuronate 4-epimerase [EC:5.1.3.6]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00973	rfbA, rmlA, rffH	 glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01710	rfbB, rmlB, rffG	 dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01790	rfbC, rmlC	 dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K23987	rfbCD, rmlCD	 dTDP-4-dehydrorhamnose 3,5-epimerase/reductase [EC:5.1.3.13 1.1.1.133]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00067	rfbD, rmlD	 dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K19180	tll	 dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD+) [EC:1.1.1.339]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K19652	tal	 dTDP-6-deoxy-L-talose 4-dehydrogenase [NAD(P)+] [EC:1.1.1.344]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K20679	fdtA	 TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase [EC:5.3.2.3]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K20680	fdtB	 dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase [EC:2.6.1.90]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K20681	fdtC	 dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase [EC:2.3.1.197]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K24249	qdtA	 TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase [EC:5.3.2.4]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K24250	qdtB	 dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose transaminase [EC:2.6.1.89]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K24251	qdtC	 dTDP-D-Quip3N acetylase [EC:2.3.1.-]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K02805	wecE, rffA	 dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K16704	rffC, wecD	 dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K20429	vioA	 dTDP-4-amino-4,6-dideoxy-D-glucose transaminase [EC:2.6.1.33]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K21379	vioB	 dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase [EC:2.3.1.209]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K13306	fcd	 dTDP-4-dehydro-6-deoxyglucose reductase [EC:1.1.1.266]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K20678	fcf2	 dTDP-fucopyranose mutase [EC:5.4.99.59]
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00978	rfbF	 glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]
